Age,Annual Income ($),Work Experience,Family Size,Gender_Female,Gender_Male,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,CustomerID,Spending Score (1-100)
-0.9837228743492631,-0.34402963104081363,-0.28116224426692865,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36,81
-0.2448752219410183,-2.1153693398155347,0.22888264329212557,-1.4051475243494693,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,17
-0.6670738804600153,-1.0656865494305148,-0.7912071318259828,0.6250457562710391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,73
-0.4559745512005168,-2.2247112971473078,0.9939499746307069,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,26
-1.0189060958925127,-0.9126078091660328,0.9939499746307069,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,75
0.5643388735537259,-1.8748170336856342,-0.026139800487401537,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,35
-0.8781732097195137,-0.5627135457043595,-1.04622957560551,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,92
-0.03377589268151979,-1.940422208084698,2.52408463730787,-0.3900508840392152,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,36
-0.6318906589167655,-1.6998699019547976,-0.7912071318259828,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,61
0.00140732886172996,-0.847002634766969,0.9939499746307069,-1.4051475243494693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45,28
-0.8781732097195137,-2.355921645945435,-0.026139800487401537,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46,65
0.03659055040497971,-1.2843704640940605,-1.04622957560551,0.11749743611591194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,55
-0.7726235450897645,-0.8688710262333236,2.0140397497488154,-1.4051475243494693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,47
-0.7022571020032651,-0.7157922859688415,-1.04622957560551,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,42
-0.6318906589167655,-1.8748170336856342,-0.7912071318259828,-1.4051475243494693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,42
0.00140732886172996,-0.4971083713052957,-0.7912071318259828,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,52
-0.561524215830266,-0.30029284810810447,-0.7912071318259828,-0.8975992041943422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,60
-0.6318906589167655,-0.8032658518342598,-0.7912071318259828,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,54
0.35323954429422744,-0.9344762006323873,-1.04622957560551,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54,60
0.03659055040497971,-2.0278957739501164,-0.7912071318259828,-1.4051475243494693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55,45
-0.06895911422476954,-0.34402963104081363,2.52408463730787,-0.8975992041943422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,41
0.07177377194822945,-0.8688710262333236,1.248972418410234,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,50
0.705071759726725,-2.246579688613662,0.9939499746307069,-0.8975992041943422,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,46
-0.7726235450897645,-1.1750285067622877,-0.7912071318259828,-0.3900508840392152,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,51
0.14214021503472896,-0.4752399798389411,-0.7912071318259828,1.1325940764261662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60,46
0.7402549812699747,-0.584581937170714,-1.04622957560551,-0.8975992041943422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,56
-1.0540893174357626,-1.3281072470267699,1.248972418410234,-0.8975992041943422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,55
0.6347053166402254,-1.3281072470267699,-1.04622957560551,-0.3900508840392152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63,52
0.17732343657797872,-1.371844029959479,-0.7912071318259828,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64,59
0.49397243046722644,-1.0438181579641603,0.7389275308511798,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65,51
-1.0892725389790123,-2.2247112971473078,-1.04622957560551,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66,59
-0.20969200039776853,-2.355921645945435,-1.04622957560551,-0.8975992041943422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,50
0.6698885381834752,-0.6283187201034232,0.9939499746307069,0.11749743611591194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,48
-1.0540893174357626,-0.6501871115697778,-1.04622957560551,0.11749743611591194,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,59
-0.5967074373735158,-0.30029284810810447,-0.5361846880464557,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,47
0.7402549812699747,-0.43150319690623196,0.9939499746307069,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,55
-0.06895911422476954,-2.2247112971473078,0.9939499746307069,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72,42
0.3884227658374772,-1.4593175958248972,-1.04622957560551,0.6250457562710391,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,49
0.3884227658374772,-2.202842905680953,0.9939499746307069,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74,56
0.35323954429422744,-0.4752399798389411,-1.04622957560551,0.11749743611591194,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,47
-0.8078067666330143,-1.3499756384931243,-1.04622957560551,-0.3900508840392152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76,54
-0.13932555731126903,-0.9563445920987419,-1.04622957560551,-0.8975992041943422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,53
-0.31524166502751777,-0.2565560651753953,-0.026139800487401537,-0.3900508840392152,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,48
-0.9133564312627636,-0.30029284810810447,-0.5361846880464557,-0.8975992041943422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,52
0.00140732886172996,-0.2784244566417499,-0.7912071318259828,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,42
0.28287310120772796,-1.2843704640940605,-1.04622957560551,0.11749743611591194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81,51
-0.3856081081140173,-1.0875549408968694,0.48390508707165264,-0.3900508840392152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82,55
0.6347053166402254,0.2026801556180509,0.9939499746307069,-1.4051475243494693,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,41
-0.10414233576801929,-1.6780015104884431,0.9939499746307069,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84,44
-0.9837228743492631,-1.896685425151989,-0.7912071318259828,-0.3900508840392152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85,57
-0.03377589268151979,-1.743606684887507,0.7389275308511798,0.6250457562710391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86,46
0.21250665812122846,-2.1809745142145984,-1.04622957560551,-0.3900508840392152,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,58
-0.9485396528060133,-1.218765289694997,0.22888264329212557,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,55
-0.5263409942870163,-0.7595290689015507,0.7389275308511798,-0.3900508840392152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89,60
0.03659055040497971,-1.1968968982286423,-1.04622957560551,-0.8975992041943422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,46
0.6698885381834752,-1.415580812892188,-1.04622957560551,-0.3900508840392152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91,55
-1.0892725389790123,-1.6342647275557338,-0.7912071318259828,0.11749743611591194,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,41
-0.03377589268151979,-0.4971083713052957,-0.7912071318259828,-0.8975992041943422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,49
-0.31524166502751777,-1.743606684887507,-0.7912071318259828,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94,40
-0.5967074373735158,-1.896685425151989,-1.04622957560551,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,42
-0.8781732097195137,-0.6720555030361324,1.503994862189761,-1.4051475243494693,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,52
-0.06895911422476954,-2.3777900374117897,-1.04622957560551,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,47
-0.7726235450897645,-0.9563445920987419,-1.04622957560551,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,50
-0.03377589268151979,-1.1531601152959332,-0.7912071318259828,-0.8975992041943422,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,42
-1.0189060958925127,-0.6720555030361324,-0.28116224426692865,-0.3900508840392152,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,49
-0.9133564312627636,-1.000081375031451,-1.04622957560551,0.11749743611591194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,41
0.00140732886172996,-2.3340532544790804,-0.7912071318259828,1.6401423965812933,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102,48
0.6347053166402254,-0.2784244566417499,-1.04622957560551,-0.3900508840392152,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,59
-0.8078067666330143,-1.2843704640940605,-1.04622957560551,0.6250457562710391,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104,55
0.00140732886172996,-0.5408451542380048,1.503994862189761,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105,56
-0.9837228743492631,-0.6283187201034232,-0.7912071318259828,-0.8975992041943422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,42
0.5995220950969757,-1.4811859872912518,-0.28116224426692865,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,50
0.17732343657797872,-0.7157922859688415,-0.7912071318259828,-1.4051475243494693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108,46
0.6698885381834752,-2.137237731281889,0.48390508707165264,0.6250457562710391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109,43
0.5995220950969757,-2.137237731281889,1.248972418410234,-0.3900508840392152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110,48
0.5643388735537259,-1.6780015104884431,-0.026139800487401537,0.11749743611591194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111,52
-1.0540893174357626,-1.8748170336856342,-1.04622957560551,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,54
-0.3856081081140173,-0.8688710262333236,-0.7912071318259828,0.6250457562710391,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,42
-1.0540893174357626,-2.3777900374117897,-0.7912071318259828,-1.4051475243494693,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,46
-1.0892725389790123,-0.30029284810810447,-1.04622957560551,-0.3900508840392152,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,115,48
-1.0540893174357626,-1.3062388555604152,0.9939499746307069,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116,50
0.49397243046722644,-2.2247112971473078,-0.7912071318259828,-1.4051475243494693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117,43
0.00140732886172996,-0.6939238945024869,-1.04622957560551,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,59
0.07177377194822945,-0.584581937170714,-0.5361846880464557,1.6401423965812933,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,43
0.03659055040497971,-0.5189767627716503,-0.7912071318259828,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,57
-0.7726235450897645,-1.6342647275557338,-1.04622957560551,-0.3900508840392152,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,121,56
-0.3856081081140173,-1.3281072470267699,-0.7912071318259828,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122,40
-0.31524166502751777,-0.30029284810810447,1.248972418410234,0.11749743611591194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123,58
-0.35042488657076754,-2.2903164715463715,-0.7912071318259828,-0.3900508840392152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,124,91
-0.9133564312627636,-2.159106122748244,1.248972418410234,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125,29
-0.6318906589167655,-1.415580812892188,-0.7912071318259828,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126,77
-0.20969200039776853,-0.4752399798389411,-1.04622957560551,1.6401423965812933,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127,35
-0.31524166502751777,-2.3340532544790804,-1.04622957560551,-0.8975992041943422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,95
0.35323954429422744,-1.5905279446230247,-1.04622957560551,-0.8975992041943422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129,11
-0.3856081081140173,-1.0219497664978057,0.9939499746307069,0.6250457562710391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130,75
-0.06895911422476954,-0.9782129835650965,1.248972418410234,0.6250457562710391,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131,9
-0.35042488657076754,-1.8529486422192798,-1.04622957560551,-0.8975992041943422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,132,75
-0.842989988176264,-1.524922770223961,0.48390508707165264,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133,34
-0.6318906589167655,-1.4374492043585427,0.22888264329212557,-1.4051475243494693,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,71
-1.0189060958925127,-0.4752399798389411,-0.7912071318259828,-0.8975992041943422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,135,5
-0.7022571020032651,-0.4096348054398774,0.22888264329212557,0.6250457562710391,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136,88
-0.1745087788545188,-0.7595290689015507,0.22888264329212557,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,7
-0.5967074373735158,-0.5627135457043595,-0.28116224426692865,0.11749743611591194,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,73
-1.0540893174357626,-1.940422208084698,0.9939499746307069,0.11749743611591194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139,10
-0.49115777274376654,-2.09350094834918,-0.026139800487401537,0.11749743611591194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,72
0.28287310120772796,-1.7217382934211523,-1.04622957560551,-0.8975992041943422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,141,5
-0.5967074373735158,-0.9782129835650965,-1.04622957560551,0.6250457562710391,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,93
-0.7374403235465148,-1.0656865494305148,0.22888264329212557,-0.3900508840392152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,40
-0.5967074373735158,-0.5627135457043595,-0.7912071318259828,-0.8975992041943422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144,87
-0.842989988176264,-0.8688710262333236,-1.04622957560551,0.6250457562710391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,145,12
-0.7374403235465148,-1.8529486422192798,0.9939499746307069,0.6250457562710391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,146,97
-0.03377589268151979,-1.2843704640940605,1.248972418410234,-0.8975992041943422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,147,36
-0.5967074373735158,-1.5905279446230247,-0.7912071318259828,-1.4051475243494693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,148,74
-0.5263409942870163,-1.3062388555604152,0.7389275308511798,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149,22
-0.5263409942870163,-0.45337158837258656,0.48390508707165264,-0.3900508840392152,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,90
-0.20969200039776853,-1.7654750763538614,-1.04622957560551,2.6552390368915475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151,17
-0.35042488657076754,-1.524922770223961,-1.04622957560551,-1.4051475243494693,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152,88
-0.1745087788545188,-2.049764165416471,-1.04622957560551,-0.8975992041943422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153,20
-0.3856081081140173,-0.4096348054398774,-0.5361846880464557,-0.8975992041943422,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,76
-0.06895911422476954,-0.6720555030361324,-1.04622957560551,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155,16
-0.7726235450897645,-2.202842905680953,0.9939499746307069,0.11749743611591194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156,89
-0.42079132965726707,-2.0716325568828253,-0.7912071318259828,-1.4051475243494693,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157,1
-0.6670738804600153,-0.5189767627716503,-0.28116224426692865,0.11749743611591194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,78
